lr,val_mae,val_rmse,epoch,step,train_mae,train_rmse,test_mae,test_rmse
0.009799995459616184,1235.0716552734375,1257.8199462890625,0,179,,,,
,,,0,179,1457.061767578125,1476.016845703125,,
0.009600005112588406,321.0859375,418.9001159667969,1,359,,,,
,,,1,359,892.4884643554688,951.0641479492188,,
0.009400002658367157,211.1339569091797,237.19886779785156,2,539,,,,
,,,2,539,210.2986602783203,270.4108581542969,,
0.009200004860758781,60.00568389892578,90.65788269042969,3,719,,,,
,,,3,719,78.7105712890625,128.6491241455078,,
0.009000002406537533,34.847408294677734,54.32613754272461,4,899,,,,
,,,4,899,56.08662796020508,85.6629638671875,,
0.008799999952316284,56.096229553222656,65.72065734863281,5,1079,,,,
,,,5,1079,49.38309097290039,68.86070251464844,,
0.008599997498095036,57.37052917480469,63.764888763427734,6,1259,,,,
,,,6,1259,46.053104400634766,60.64432144165039,,
0.008399995975196362,77.3350830078125,81.29332733154297,7,1439,,,,
,,,7,1439,44.14511489868164,56.15882110595703,,
0.008199998177587986,75.48092651367188,78.8740005493164,8,1619,,,,
,,,8,1619,43.01251220703125,53.60957717895508,,
0.007999996654689312,90.02039337158203,92.71561431884766,9,1799,,,,
,,,9,1799,42.15824508666992,51.59166717529297,,
0.007800002116709948,75.02558898925781,77.54226684570312,10,1979,,,,
,,,10,1979,41.550289154052734,50.27376937866211,,
0.007600001525133848,68.79374694824219,71.22865295410156,11,2159,,,,
,,,11,2159,40.90637969970703,49.12025451660156,,
0.007400003261864185,94.25517272949219,96.05120086669922,12,2339,,,,
,,,12,2339,40.54364013671875,48.438232421875,,
0.007200002204626799,76.9278564453125,79.0238265991211,13,2519,,,,
,,,13,2519,40.03096389770508,47.51569366455078,,
0.00699999975040555,65.45417022705078,67.34635925292969,14,2699,,,,
,,,14,2699,39.66627502441406,46.979888916015625,,
0.006799998693168163,61.439823150634766,63.42556381225586,15,2879,,,,
,,,15,2879,39.5872688293457,46.77511978149414,,
0.006599995773285627,61.6098518371582,63.57747268676758,16,3059,,,,
,,,16,3059,39.257301330566406,46.35465621948242,,
0.006399999838322401,80.54621887207031,82.03402709960938,17,3239,,,,
,,,17,3239,39.027469635009766,45.99117660522461,,
0.006199998781085014,50.827430725097656,53.09130859375,18,3419,,,,
,,,18,3419,38.74983596801758,45.566776275634766,,
0.005999999586492777,64.88957214355469,66.55933380126953,19,3599,,,,
,,,19,3599,38.72719192504883,45.58140182495117,,
0.0057999975979328156,51.56477737426758,53.8224983215332,20,3779,,,,
,,,20,3779,38.42679977416992,45.162452697753906,,
0.0056000021286308765,66.50386810302734,68.03764343261719,21,3959,,,,
,,,21,3959,38.19713592529297,44.91550827026367,,
0.005400001537054777,48.88309097290039,51.13443374633789,22,4139,,,,
,,,22,4139,38.17135238647461,44.830081939697266,,
0.0051999990828335285,47.98304748535156,50.14265441894531,23,4319,,,,
,,,23,4319,38.056339263916016,44.673240661621094,,
0.004999998025596142,34.11509704589844,37.444400787353516,24,4499,,,,
,,,24,4499,37.96939468383789,44.48770523071289,,
0.004800002556294203,46.67277526855469,48.900970458984375,25,4679,,,,
,,,25,4679,37.75627899169922,44.21537780761719,,
0.004600002430379391,51.83457946777344,53.85191345214844,26,4859,,,,
,,,26,4859,37.638404846191406,44.07550048828125,,
0.004399999976158142,39.40441131591797,42.038326263427734,27,5039,,,,
,,,27,5039,37.52835464477539,43.95842742919922,,
0.004199997987598181,36.952754974365234,39.999168395996094,28,5219,,,,
,,,28,5219,37.42012405395508,43.82177734375,,
0.003999998327344656,30.890920639038086,34.85423278808594,29,5399,,,,
,,,29,5399,37.371925354003906,43.71833038330078,,
0.003800000762566924,28.28638458251953,32.11674499511719,30,5579,,,,
,,,30,5579,37.264183044433594,43.549659729003906,,
0.0036000011023133993,28.651060104370117,32.469722747802734,31,5759,,,,
,,,31,5759,37.26031494140625,43.530269622802734,,
0.0033999993465840816,26.419620513916016,30.53512191772461,32,5939,,,,
,,,32,5939,37.10555648803711,43.36484909057617,,
0.0031999999191612005,24.4818058013916,28.795209884643555,33,6119,,,,
,,,33,6119,37.008060455322266,43.1920280456543,,
0.0029999997932463884,15.786161422729492,20.92342185974121,34,6299,,,,
,,,34,6299,36.948570251464844,43.13175964355469,,
0.0028000010643154383,14.527002334594727,19.444202423095703,35,6479,,,,
,,,35,6479,36.907432556152344,43.10989761352539,,
0.0025999995414167643,13.191437721252441,17.43528175354004,36,6659,,,,
,,,36,6659,36.82208251953125,43.00484085083008,,
0.0024000012781471014,12.826048851013184,17.109270095825195,37,6839,,,,
,,,37,6839,36.72352600097656,42.833030700683594,,
0.002199999988079071,14.423852920532227,18.380155563354492,38,7019,,,,
,,,38,7019,36.6037483215332,42.719852447509766,,
0.001999999163672328,14.116133689880371,18.1153621673584,39,7199,,,,
,,,39,7199,36.557498931884766,42.655555725097656,,
0.0018000005511566997,15.913582801818848,19.849313735961914,40,7379,,,,
,,,40,7379,36.471824645996094,42.57632827758789,,
0.0015999999595806003,16.29289436340332,20.215667724609375,41,7559,,,,
,,,41,7559,36.33267593383789,42.40157699584961,,
0.0014000005321577191,16.87019920349121,20.764827728271484,42,7739,,,,
,,,42,7739,36.23828125,42.27756881713867,,
0.0012000006390735507,15.11262321472168,19.00798225402832,43,7919,,,,
,,,43,7919,36.078369140625,42.06875991821289,,
0.000999999581836164,14.365546226501465,18.188276290893555,44,8099,,,,
,,,44,8099,35.96304702758789,41.94525146484375,,
0.0007999999797903001,15.234014511108398,19.057079315185547,45,8279,,,,
,,,45,8279,35.850460052490234,41.80118179321289,,
0.0006000003195367754,13.32602310180664,17.14464569091797,46,8459,,,,
,,,46,8459,35.744361877441406,41.67061996459961,,
0.00039999998989515007,12.560591697692871,16.3873233795166,47,8639,,,,
,,,47,8639,35.653663635253906,41.54715347290039,,
0.00019999999494757503,12.281875610351562,16.102630615234375,48,8819,,,,
,,,48,8819,35.55866241455078,41.4223518371582,,
9.999999747378752e-05,12.334736824035645,16.182008743286133,49,8999,,,,
,,,49,8999,35.45170211791992,41.28250503540039,,
9.999999747378752e-05,12.224063873291016,16.094085693359375,50,9179,,,,
,,,50,9179,35.39954376220703,41.222557067871094,,
9.999999747378752e-05,12.185967445373535,16.053180694580078,51,9359,,,,
,,,51,9359,35.384830474853516,41.214454650878906,,
9.999999747378752e-05,12.180827140808105,16.04947280883789,52,9539,,,,
,,,52,9539,35.37810516357422,41.211151123046875,,
9.999999747378752e-05,12.188438415527344,16.053443908691406,53,9719,,,,
,,,53,9719,35.37383270263672,41.20826721191406,,
9.999999747378752e-05,12.17010498046875,16.03946876525879,54,9899,,,,
,,,54,9899,35.37017822265625,41.205116271972656,,
9.999999747378752e-05,12.1741943359375,16.03728485107422,55,10079,,,,
,,,55,10079,35.36557388305664,41.202392578125,,
9.999999747378752e-05,12.190154075622559,16.05291175842285,56,10259,,,,
,,,56,10259,35.361427307128906,41.19879913330078,,
9.999999747378752e-05,12.188994407653809,16.05952262878418,57,10439,,,,
,,,57,10439,35.35933303833008,41.198909759521484,,
9.999999747378752e-05,12.207304000854492,16.07554817199707,58,10619,,,,
,,,58,10619,35.35573196411133,41.196781158447266,,
