lr,val_mae,val_rmse,epoch,step,train_mae,train_rmse,test_mae,test_rmse
0.000999999581836164,24.48362922668457,37.79623794555664,0,179,,,,
,,,0,179,36.05247497558594,51.76368713378906,,
0.000999999581836164,20.51144027709961,28.21222686767578,1,359,,,,
,,,1,359,21.698408126831055,29.777774810791016,,
0.000999999581836164,15.162793159484863,21.491140365600586,2,539,,,,
,,,2,539,17.857702255249023,25.157392501831055,,
0.000999999581836164,13.172521591186523,17.5487060546875,3,719,,,,
,,,3,719,15.895586013793945,21.743906021118164,,
0.000999999581836164,13.761394500732422,18.75764274597168,4,899,,,,
,,,4,899,14.633724212646484,20.268508911132812,,
0.000999999581836164,14.543608665466309,19.977094650268555,5,1079,,,,
,,,5,1079,14.050444602966309,19.554872512817383,,
0.000999999581836164,15.123638153076172,22.269777297973633,6,1259,,,,
,,,6,1259,12.750553131103516,17.325727462768555,,
0.000999999581836164,12.79963493347168,17.016332626342773,7,1439,,,,
,,,7,1439,12.718755722045898,17.596155166625977,,
0.000999999581836164,13.530115127563477,19.15420913696289,8,1619,,,,
,,,8,1619,11.638976097106934,15.7130765914917,,
0.000999999581836164,16.278820037841797,22.971132278442383,9,1799,,,,
,,,9,1799,12.26086139678955,16.667844772338867,,
0.000999999581836164,11.568904876708984,15.54815673828125,10,1979,,,,
,,,10,1979,12.67009162902832,17.544971466064453,,
0.000999999581836164,10.6612548828125,14.5984468460083,11,2159,,,,
,,,11,2159,11.367701530456543,15.323355674743652,,
0.000999999581836164,10.744266510009766,15.553101539611816,12,2339,,,,
,,,12,2339,11.521435737609863,15.532303810119629,,
0.000999999581836164,11.47356128692627,15.316964149475098,13,2519,,,,
,,,13,2519,11.968964576721191,16.205562591552734,,
0.000999999581836164,10.04537296295166,13.502083778381348,14,2699,,,,
,,,14,2699,11.261407852172852,15.414566993713379,,
0.000999999581836164,9.570767402648926,12.927498817443848,15,2879,,,,
,,,15,2879,10.9979829788208,14.967901229858398,,
0.000999999581836164,12.014260292053223,16.120656967163086,16,3059,,,,
,,,16,3059,10.187983512878418,13.925186157226562,,
0.000999999581836164,11.686697006225586,14.96535873413086,17,3239,,,,
,,,17,3239,10.420132637023926,14.131437301635742,,
0.000999999581836164,10.08437728881836,13.538763999938965,18,3419,,,,
,,,18,3419,10.979460716247559,14.87547779083252,,
0.000999999581836164,8.877201080322266,12.373945236206055,19,3599,,,,
,,,19,3599,9.89793872833252,13.306605339050293,,
0.000999999581836164,10.580582618713379,15.665300369262695,20,3779,,,,
,,,20,3779,9.83920669555664,13.606605529785156,,
0.000999999581836164,11.025104522705078,14.041563987731934,21,3959,,,,
,,,21,3959,10.171260833740234,14.177567481994629,,
0.000999999581836164,9.034523963928223,12.265827178955078,22,4139,,,,
,,,22,4139,9.78296184539795,13.505060195922852,,
0.000999999581836164,10.283956527709961,13.488214492797852,23,4319,,,,
,,,23,4319,9.396528244018555,12.646397590637207,,
0.000999999581836164,10.696619033813477,14.391357421875,24,4499,,,,
,,,24,4499,9.927197456359863,13.617392539978027,,
0.000999999581836164,8.346943855285645,11.401074409484863,25,4679,,,,
,,,25,4679,9.524958610534668,12.85273265838623,,
0.000999999581836164,11.674734115600586,15.189793586730957,26,4859,,,,
,,,26,4859,9.047402381896973,12.605101585388184,,
0.000999999581836164,9.225685119628906,12.682148933410645,27,5039,,,,
,,,27,5039,9.098169326782227,12.359941482543945,,
0.000999999581836164,8.908330917358398,12.330485343933105,28,5219,,,,
,,,28,5219,9.829773902893066,13.634459495544434,,
0.000999999581836164,8.3500394821167,11.118261337280273,29,5399,,,,
,,,29,5399,9.131293296813965,12.92544937133789,,
0.000999999581836164,10.138086318969727,13.71895980834961,30,5579,,,,
,,,30,5579,9.023285865783691,12.180522918701172,,
0.000999999581836164,8.187224388122559,11.251953125,31,5759,,,,
,,,31,5759,9.294809341430664,12.721211433410645,,
0.000999999581836164,10.965678215026855,14.616479873657227,32,5939,,,,
,,,32,5939,8.616251945495605,11.82752799987793,,
0.000999999581836164,8.356139183044434,10.973650932312012,33,6119,,,,
,,,33,6119,9.043522834777832,12.447564125061035,,
0.000999999581836164,11.429871559143066,14.23060417175293,34,6299,,,,
,,,34,6299,8.8103666305542,12.033790588378906,,
0.000999999581836164,10.529967308044434,15.214776992797852,35,6479,,,,
,,,35,6479,8.46752643585205,11.773327827453613,,
0.000999999581836164,7.950291156768799,11.136714935302734,36,6659,,,,
,,,36,6659,8.418924331665039,11.586251258850098,,
0.000999999581836164,9.751550674438477,14.80644416809082,37,6839,,,,
,,,37,6839,8.648964881896973,12.01461410522461,,
0.000999999581836164,7.7333502769470215,10.888590812683105,38,7019,,,,
,,,38,7019,8.860797882080078,12.273703575134277,,
0.000999999581836164,10.920241355895996,14.988968849182129,39,7199,,,,
,,,39,7199,8.309540748596191,11.520370483398438,,
0.000999999581836164,7.850955009460449,10.784098625183105,40,7379,,,,
,,,40,7379,8.708581924438477,12.205668449401855,,
0.000999999581836164,8.49589729309082,11.79842758178711,41,7559,,,,
,,,41,7559,8.023212432861328,10.914796829223633,,
0.000999999581836164,8.411188125610352,11.473601341247559,42,7739,,,,
,,,42,7739,8.772027969360352,12.077221870422363,,
0.000999999581836164,12.176170349121094,18.02245330810547,43,7919,,,,
,,,43,7919,8.159016609191895,11.02140998840332,,
0.000999999581836164,8.106695175170898,11.512907028198242,44,8099,,,,
,,,44,8099,8.596030235290527,11.863384246826172,,
0.000999999581836164,8.116798400878906,10.917380332946777,45,8279,,,,
,,,45,8279,8.336771965026855,11.375903129577637,,
