lr,val_mae,val_rmse,epoch,step,train_mae,train_rmse,test_mae,test_rmse
0.009999996051192284,23.525840759277344,31.838695526123047,0,179,,,,
,,,0,179,40.582359313964844,56.48085021972656,,
0.009999996051192284,23.52173614501953,33.69601058959961,1,359,,,,
,,,1,359,24.19034767150879,32.823665618896484,,
0.009999996051192284,19.827062606811523,27.509777069091797,2,539,,,,
,,,2,539,24.493619918823242,34.07650375366211,,
0.009999996051192284,18.371469497680664,27.74198341369629,3,719,,,,
,,,3,719,19.88578224182129,27.552940368652344,,
0.009999996051192284,25.728851318359375,34.20787811279297,4,899,,,,
,,,4,899,21.76226043701172,29.593557357788086,,
0.009999996051192284,17.988983154296875,24.958650588989258,5,1079,,,,
,,,5,1079,18.428874969482422,25.18877410888672,,
0.009999996051192284,18.49553680419922,25.13034439086914,6,1259,,,,
,,,6,1259,16.478464126586914,22.63779640197754,,
0.009999996051192284,14.009303092956543,19.940662384033203,7,1439,,,,
,,,7,1439,16.07862091064453,21.926013946533203,,
0.009999996051192284,18.622589111328125,25.5363826751709,8,1619,,,,
,,,8,1619,15.40976333618164,21.35781478881836,,
0.009999996051192284,15.375383377075195,20.585044860839844,9,1799,,,,
,,,9,1799,15.613837242126465,21.41839027404785,,
0.009999996051192284,20.130962371826172,27.948558807373047,10,1979,,,,
,,,10,1979,15.897737503051758,21.695098876953125,,
0.009999996051192284,16.256380081176758,22.96027374267578,11,2159,,,,
,,,11,2159,15.266090393066406,21.02063751220703,,
0.009999996051192284,24.1903018951416,38.159549713134766,12,2339,,,,
,,,12,2339,15.652193069458008,21.654735565185547,,
0.009999996051192284,14.248815536499023,20.09032440185547,13,2519,,,,
,,,13,2519,15.279264450073242,21.89072608947754,,
0.009999996051192284,15.448906898498535,21.07952117919922,14,2699,,,,
,,,14,2699,13.995370864868164,19.32341957092285,,
0.009999996051192284,13.48388957977295,18.354900360107422,15,2879,,,,
,,,15,2879,14.143509864807129,19.352205276489258,,
0.009999996051192284,16.311908721923828,22.975046157836914,16,3059,,,,
,,,16,3059,12.722769737243652,17.57038116455078,,
0.009999996051192284,18.564104080200195,26.632171630859375,17,3239,,,,
,,,17,3239,13.577929496765137,18.583127975463867,,
0.009999996051192284,12.79675579071045,17.760671615600586,18,3419,,,,
,,,18,3419,14.309784889221191,19.63924789428711,,
0.009999996051192284,24.009960174560547,30.445680618286133,19,3599,,,,
,,,19,3599,14.044487953186035,19.020544052124023,,
0.009999996051192284,22.763994216918945,30.55556869506836,20,3779,,,,
,,,20,3779,13.316064834594727,18.71116828918457,,
0.002499999012798071,10.30809211730957,14.61634635925293,21,3959,,,,
,,,21,3959,8.776741981506348,12.287565231323242,,
0.002499999012798071,9.879422187805176,14.123095512390137,22,4139,,,,
,,,22,4139,7.879056930541992,11.1797456741333,,
0.002499999012798071,9.630386352539062,13.66374397277832,23,4319,,,,
,,,23,4319,7.389895439147949,10.66917896270752,,
0.002499999012798071,9.934691429138184,14.2144193649292,24,4499,,,,
,,,24,4499,6.886407375335693,10.032352447509766,,
0.002499999012798071,10.21798324584961,14.058934211730957,25,4679,,,,
,,,25,4679,6.749480724334717,9.841643333435059,,
0.002499999012798071,10.083209991455078,14.161821365356445,26,4859,,,,
,,,26,4859,6.50701379776001,9.505879402160645,,
0.002499999012798071,10.207359313964844,14.346895217895508,27,5039,,,,
,,,27,5039,6.352359294891357,9.308004379272461,,
0.002499999012798071,9.865864753723145,13.913008689880371,28,5219,,,,
,,,28,5219,6.120321273803711,8.97831916809082,,
0.002499999012798071,9.906584739685059,14.017802238464355,29,5399,,,,
,,,29,5399,6.35735559463501,9.371847152709961,,
0.002499999012798071,9.539005279541016,13.894909858703613,30,5579,,,,
,,,30,5579,6.206480503082275,9.118364334106445,,
0.002499999012798071,9.833966255187988,13.989160537719727,31,5759,,,,
,,,31,5759,6.211759567260742,9.122493743896484,,
0.002499999012798071,9.73904037475586,13.956267356872559,32,5939,,,,
,,,32,5939,6.071277618408203,8.859777450561523,,
0.002499999012798071,9.800621032714844,13.701852798461914,33,6119,,,,
,,,33,6119,5.832862854003906,8.783422470092773,,
0.002499999012798071,9.729391098022461,13.676278114318848,34,6299,,,,
,,,34,6299,5.924397945404053,8.614587783813477,,
0.002499999012798071,9.864468574523926,13.551481246948242,35,6479,,,,
,,,35,6479,5.929046154022217,8.694958686828613,,
0.002499999012798071,9.118669509887695,12.79989242553711,36,6659,,,,
,,,36,6659,5.572139263153076,8.257996559143066,,
0.002499999012798071,9.522741317749023,13.447031021118164,37,6839,,,,
,,,37,6839,5.274796009063721,7.905585289001465,,
0.002499999012798071,9.30313491821289,13.269819259643555,38,7019,,,,
,,,38,7019,5.264861106872559,7.787032604217529,,
0.002499999012798071,11.089762687683105,15.09554672241211,39,7199,,,,
,,,39,7199,5.711743354797363,8.29356861114502,,
0.002499999012798071,10.312036514282227,14.438926696777344,40,7379,,,,
,,,40,7379,5.78461217880249,8.515727996826172,,
0.002499999012798071,9.59003734588623,13.668293952941895,41,7559,,,,
,,,41,7559,5.40001916885376,7.981190204620361,,
0.002499999012798071,9.910908699035645,13.577239036560059,42,7739,,,,
,,,42,7739,5.4258713722229,7.984434127807617,,
0.0006249997531995177,8.908173561096191,12.6227445602417,43,7919,,,,
,,,43,7919,3.979069709777832,6.126643180847168,,
0.0006249997531995177,8.942182540893555,12.60051441192627,44,8099,,,,
,,,44,8099,3.343073606491089,5.462804317474365,,
0.0006249997531995177,8.755834579467773,12.568596839904785,45,8279,,,,
,,,45,8279,3.177994728088379,5.307898044586182,,
